,Time,Name,Tweet_status,Text,Length,Location,polarity
768,2019-09-08 06:18:16,SankarB78420183,Retweet,sivan report that the orbit ha a lot of extra fuel  the orbit can orbit the moon for about       year to   years  contact with vikram lander is current broken  effort will be made to re establish contact in the next    days  jai mow bharti jai Ho isro # chandrayaan  #isro,50,"Silchar, India",negative
769,2019-09-08 06:18:17,Udra_Uvacha,Tweet,scientist a soldier  saadhak  never heart broken h  dr k sivan  set foot innov india unless try w can t innovate he  inspiration ,23,"New Delhi, India",negative
770,2019-09-08 06:18:21,Hanumantsingh,Retweet,fail attempt conquer mount everest sir edmund hillari remarked   I come conquer you  mountain can t grow  human can   rest history  proud #isro #chandrayaan ,24,,positive
771,2019-09-08 06:18:25,aaina_wordsy,Tweet,incred feat say least  #isro #vikramland,6,"Dubai, United Arab Emirates",negative
772,2019-09-08 06:18:26,MobeenLokmat,Retweet,everi indian  heart beat scientist prais best efforts  well done #isro  india attempt reach place countri ever before  lost  best yet come  hat isro scientist hard work  amp  dedication  #proudindian,30,"Nagpur, India",positive
773,2019-09-08 06:18:28,manoj_yuva,Tweet,dadi is ridicul for make fun of you and #isro ,10,New Delhi,positive
774,2019-09-08 06:18:30,HermaMukesh,Retweet,these scene are the one that will bring tear to the eye of everi #indian  who can understand these tear only  who have work hard and have made one day and night to illumin the name of #desh  we are all with you   tri again ,45,"Amreli, India",negative
775,2019-09-08 06:18:31,Shimla_wala,Retweet,thread #isro,2,"Himachal Pradesh, India",positive
776,2019-09-08 06:18:31,aniltiwari7273,Retweet,wherev the feet lie in the place of santan  ever ask to go to the hous of one of the million of peopl whose job have gone to the head of hi rudali gang  whose daughter have been loot or will onli cri in front of the digit camera mr  modi        #isro #proudofisro,53,"लक्ष्मणपुर (यूपी),भारत",positive
777,2019-09-08 06:18:31,nnintl,Tweet,nine million kashmiri sieg month ar support #isro,8,"Islamabad, Pakistan",positive
778,2019-09-08 06:18:31,SP_Paramita,Retweet,son chaiwala head country  son farmer head must learn  talent  amp  dedic boundary  what  call digniti labor ,17,ଭାରତ,positive
779,2019-09-08 06:18:34,giriphd,Retweet,#pallavbagla alreadi bar #isro enter isro newsroom    #sivan Ji pleas immediately  countri want see anywher close isro ,17,,positive
780,2019-09-08 06:18:35,durgeshku21,Tweet,We will be success one day  faith is in the mind  faith is complete ,14,"Gorakhpur, India",positive
781,2019-09-08 06:18:36,Praddyum1,Retweet,there is no cheer without do anything  those who tri never give up  proud #isro team  rise like phoenix   amp  go moon beyond  # chandrayan  jai hind   ,27,"Bhubaneshwar, India",positive
782,2019-09-08 06:18:37,satyanmandal,Retweet, #chandrayaan   #vikramland moment event   carri aspir billion people    inspir entir generation ,11,Delhi,positive
783,2019-09-08 06:18:38,CaffeineBanter,Retweet,chin isro  came pretti close  we r still figur best sight twice year   ,13,,positive
784,2019-09-08 06:18:38,mayankkanoongo,Tweet,inspirational  indian proud scientist #isro recognit #nasa     truli admirable ,9,Vidisha,positive
785,2019-09-08 06:18:39,kmkdinesh,Retweet,wrong man  want randomli ingrati lynch mob now ,8,"Tamil Nadu, India",negative
786,2019-09-08 06:18:42,vgnandish,Retweet,feel realli proud today  #isro achiev truli incredible  show relentless hardwork  amp  innov entir team  huge respect isro team  amp  scientists  guy made us proud front entir world  #respect   #proudindian #india    #chandrayaan ,32,mysore karanataka india,positive
787,2019-09-08 06:18:44,kunjanpankaj,Retweet,request to all pan gutkha brothers  If you do not eat pan gutkha just one day in a week and donat that money to #isro  then onli within   to   weeks  there will be enough money for # chandrayaan  and your health too  #thinkindia,43, Lucknow India ,positive
788,2019-09-08 06:18:45,indoianalytics,Retweet,the floor are also stubborn  the path are too stubborn  will tri back tomorrow  becaus the spirit here are also stubborn  #isro you    ,23,India,positive
789,2019-09-08 06:18:49,aniltiwari7273,Retweet,In the state where your govern is there  all thi is not happening  what job rejector is be hang there and it is better to not speak about the congress daughters ,31,"लक्ष्मणपुर (यूपी),भारत",positive
790,2019-09-08 06:18:49,Raeesjada,Retweet,sarswati gift srk intellect words      ,5,Bharat,positive
791,2019-09-08 06:18:52,Azadup1931,Retweet,#media interview pictur #jaishriram   #modified    #sundaymorn #sundaythought #isro,8,Gorakhpur/New Delhi 🏕,positive
792,2019-09-08 06:18:55,Swamipotdar,Tweet,hey bakistan  countri earn live breed dog  export china men slave arabia  need think twice mock india  space program #isro  go mind goats  ok ,24,Jalgaon  ( maharashtra ),positive
793,2019-09-08 06:18:59,Rohitsinha4146,Retweet,contact is broken resolut is not vikram halt,8,"New Delhi, India",negative
794,2019-09-08 06:19:01,Neerajb1432,Retweet,the floor will certainli be found wandering  rightly  it is misguid who doe not come out of the house  you must celebr our failure  but our dream wa to go to the moon  we are still abov your thinking     great hindustan   # isro,43,अमेठी,positive
795,2019-09-08 06:19:02,SarthiMandal,Tweet,bhaiya ji that day I offer     kilo of laddu and five coconut to bajrangbali jai shri ram jai bharat mata Ki,21,,positive
796,2019-09-08 06:19:02,rkg8717,Tweet,  pawan youth #indiaonthemoon #isro tell those who cry  weep even those who are forc to cri,16,हिंदुस्तान ,positive
797,2019-09-08 06:19:04,rchand30,Tweet,part C  one impt thing notic chang sob Mr sivan head posit left side right afteral chang side consol sob person  guesses      correct answer win return trip moon  ,28,,positive
798,2019-09-08 06:19:04,MobeenLokmat,Retweet,less one hour go #vikramland touch moon     crore heartbeat race top speed  eye india #chandrayaan landing   best team #isro   #indiaonthemoon #indiacreatinghistori #chandrayaan l #chandrayan ,24,"Nagpur, India",positive
799,2019-09-08 06:19:06,Kamal_Digarse,Retweet,#proudofisro #chandrayan  #isro   ,3,Betul | Bhopal | Pune,positive
800,2019-09-08 06:19:08,ashishm68915551,Tweet,jai hind jai bharat,4,Kolkata,positive
801,2019-09-08 06:19:08,punjabkesari,Tweet,chandrayaan    where the disturb occur in vikram  landing  #isro scientist engag in investig #vikramland # chandrayan     isro,17,"Jalandhar, India",positive
802,2019-09-08 06:19:08,AkshayPunj_INC,Retweet,#proud you  #isro  nation stand you  shoulder shoulder     #wecanwewil #next tim #jaihindjaihindusthan jai isro,14,"Punjab, India",positive
803,2019-09-08 06:19:09,NationalMoron,Tweet,hypocrit want b indra gandhi end preeti gandhi #chandrayaan  #chandrayaan #isropergarvhai #isro,12,Nagpur,positive
804,2019-09-08 06:19:10,iamnikkhill,Tweet,  crore   million      million   billion     crore   billion     crore   billion     billion first get urself admit primari school  amp  learn basic mathematics w discuss space scienc  amp  technolog day  #internationalliteracyday #isro #chandrayan ,29,"Nagpur, India",positive
805,2019-09-08 06:19:13,RameshC36053076,Tweet,don t do so much glori at my height  I am hindustan  I will come again     # chandrayaan  #isropergarvhai #isro,20,,positive
806,2019-09-08 06:19:17,iamnikkhill,Tweet,  crore   million      million   billion     crore   billion     crore   billion     billion first get urself admit primari school  amp  learn basic mathematics w discuss space scienc  amp  technolog day  #internationalliteracyday #isro #chandrayan ,29,"Nagpur, India",positive
807,2019-09-08 06:19:18,akotkar_deepak,Tweet,disappoint sir     w      lord shriniwa bless u,7,,positive
808,2019-09-08 06:19:18,dharmendra1979,Tweet,ye  becaus new india   not    yeara,6,delhi,positive
809,2019-09-08 06:19:20,Sandeep67181494,Tweet,life fluctuates  the whole nation is proud of you  the whole countri stand by you   #isro # chandrayaan  #vikramland,19,"Bawal Industrial Estate, India",positive
810,2019-09-08 06:19:23,triloke69,Tweet,photo op session boot         ,4,"Kolkata, India",positive
811,2019-09-08 06:19:23,NEERAJTIWARI8,Retweet,We live until we give up  right now the contact is broken  not the resolution  the entir nation is proud of all the scientist of #isro for the hard work and unpreced effort of # chandrayaan   you have increas the valu of india in the world ,46,CHHATTISGARH,positive
812,2019-09-08 06:19:28,dsraju1813,Retweet,brave are  us mediawallahs  #isro news modi said launch itself  mistakes  success whatever ,13,"Hyderabad, A.P., India",positive
813,2019-09-08 06:19:29,Scorpio69306505,Retweet,knowledg illiter general    y zero scienc even math suck,9,,positive
814,2019-09-08 06:19:29,dhanse_arbaaz,Retweet,start reach finish line   proud proud    #chandrayaan  #isro,8,"Maharashtra, India",positive
815,2019-09-08 06:19:29,priety_gandhi,Tweet,#kailasavadivoosivan sir  find #vikramlander  definit will   know might discov something  new  relat sudden loss communication  astonish world  will   #india    #isro #chandrayaan  #indiamoonmiss,22,Earth 🌍,positive
816,2019-09-08 06:19:31,FundaMantis,Tweet,hope persist #isro #chandrayan ,4,Mumbai Maharashtra,positive
817,2019-09-08 06:19:35,ANKITBOSS5990,Tweet,  anamika         may be the seventh phase of the chakravyuh is a bit late to penetrate  but it is onli by creat   stage that you can creat histori around the world and make someon  abhimanyu   ha given a messag to the world that the   st centuri is go to be india only  My salut to all the hard work and dedication  #isro,61,India,negative
818,2019-09-08 06:19:37,Rajataranginii,Tweet,via fb  #chandrayaan  #indiaonthemoon #isro,5,भारत ,positive
819,2019-09-08 06:19:42,rajatvaishsuraj,Retweet,proud commend achiev time  proven tenac  amp  determination  #chandrayaan  yet anoth exampl grit  amp  fortitude  india stand behind #isro entir team led shri sivan  #citizenmukerje,25,"बेनीगंज, भारतवर्ष",positive
820,2019-09-08 06:19:42,mangellife29,Retweet,all is well  but what wa the work of modi  the fourth failur among the scientists  the mountain of three did not come and went to calcul the long distance  #isro #proudofisro,32,"New Delhi, Delhi",negative
821,2019-09-08 06:19:42,ShivRajMathur1,Retweet,man steal limelight away #isro engin also stole away salari #chandrayaan  mission alreadi making  creep normal hug  stop it ,19,Antarctica,positive
822,2019-09-08 06:19:42,AanviZm,Retweet,salut brilliant mind isro  countri high respect trust come back strong  proud everyon isro  #isro #isromiss #isroweareproudofy,17,India,positive
823,2019-09-08 06:19:43,sharmaabhi900,Retweet,proud #isro capabl achiev alway made countri stand high rise  #jaihind    #skyisnolongerthelimit #chandrayaan  #proudofisro #proudindian,15,,positive
824,2019-09-08 06:19:44,rajeshkumarmal6,Tweet,the total expenditur of chandrayaan   project is     crores  the popul of india is     crores  but about     crore are patriot who are alway readi in the nation interest  If harvakti donat Rs   to isro  the mission can be launch again in a week  you onli show #isro  account nub,48,India,positive
825,2019-09-08 06:19:45,satishagrawal46,Retweet,congress ghulamo made a mockeri of mission chandrayaan  prove that he is anti modi and anti country  those who speak  prithvi gol nahi  chapti hai  are also give knowledg to #isro  the rascal who are cri for     crore will keep on crying  the public will give money equal to mani chandrayaan on one call ,54,,negative
826,2019-09-08 06:19:45,PankajS84537630,Tweet,also proud great scientist india #chandrayaan  #isro bharat mata ki jai,11,,positive
827,2019-09-08 06:19:46,hassiaravi,Tweet,#isro innov develop indigen technolog one foundat set modern prosper society  isro lead area  proud team isro,17,PUNE,positive
828,2019-09-08 06:19:48,guruchakar,Retweet,paki troll #indiafail pakistan turn send satellit moon #isro #chandrayaan land #vikramland #proudindian #proudofisro #indiaonthemoon #moonmiss #sivan,17,India,positive
829,2019-09-08 06:19:51,karsayz,Retweet,right now there ha been a ritual of the mouth  the moon is that  it becom a littl tantrum  what happen that I could not embrac mehboob  I am happi at the point  which happen to be near by    dedic chandrayan   via FB #proudofisro #isro,45,"Patna, Hyderabad, India",positive
830,2019-09-08 06:19:53,suvodebojyoti,Tweet,usual sunday morn tea stall #kolkata use monton polit discuss #mamatabanerje vs #bjp today citizen busi analys happen #chandrayaan   amp  come theori #isro given infus posit vibe,27,,negative
831,2019-09-08 06:19:54,RaghavS47723183,Tweet,moment lost commun lose hope famili scientists  that  counts w proud #modi #indiaonthemoon #isro #gslvmkiii #proudofisro #proudindian #congress #indiaproudofisro #indiawillsucce #jaihind,21,,positive
832,2019-09-08 06:19:58,GirishGohil_,Tweet,neither will I be comfort today  I will not chang you cloth and neither is the media right now  Go come tomorrow morning  # chandrayaan  #isro,26,"Bharuch, India",positive
833,2019-09-08 06:19:58,jaimahakal1947,Retweet,rough break #vikramland end fine brake phase start #chandrayaan  #isro,10,India,positive
834,2019-09-08 06:19:58,Bhole_Bhakt,Tweet,chhora  ha start talk big thing nowaday    will onli keep read poem and will keep run like spades  that he will do someth himself    move  pick up the spade and walk in the field to coddle  see how much field will be flog    newspap will scrape the size   ,48,,positive
